Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Can you sneeze?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Can you sweat?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Can you throw up?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Can you vomit?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you ever pee?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Can you get hurt?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you sweat?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have skin?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have teeth?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have toes?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you masticate?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you pee?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you poop?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you ever get tired?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you sneeze?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have hair?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you throw up?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you vomit?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you yawn?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Don't you ever masticate?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Don't you ever sleep?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have a stomach?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you have intestines?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
Do you sleep?	I don't have a body.	qna_chitchat_professional.tsv	editorial:chitchat	[{"ClusterHead":"Do you do ball donation","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Do you do ball donation","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	189
